id,Date ,customer_name,email,product name,Location _ CITY , Total Buying  , Sttore_ Revenue  , store_ profit  ,Medium_ Buying ,payment MOde 
657,11/22/2024,Scarface,sdeblasii8@msn.com,Fresh Fruits,Rajkot," ? 7,420.00 "," ? 806,426.00 "," ? 33,044.00 ",Offline,Card
658,9/25/2024,Fan,fstrutleyi9@cpanel.net,Fresh Fruits,Delhi," ? 8,073.00 "," ? 402,899.00 "," ? 58,835.00 ",Offline,Card
659,6/2/2024,Reggis,rfairneyia@ihg.com,Basic Vegetables Roots,Hyderabad," ? 8,926.00 "," ? 685,871.00 "," ? 44,972.00 ",Offline,Card
660,3/24/2024,Genna,gfooteib@xinhuanet.com,Herbs & Others Premium Fruits & Vegetables,Banglore," ? 8,224.00 "," ? 710,528.00 "," ? 65,848.00 ",Online,Card
661,12/9/2023,Lodovico,lascrofteic@jiathis.com,Chocolates & Candies,Mumbai," ? 6,161.00 "," ? 975,656.00 "," ? 13,063.00 ",Offline,Card
662,4/3/2024,Faydra,fplowrightid@google.com.hk,Noodles,Delhi," ? 5,162.00 "," ? 527,750.00 "," ? 88,078.00 ",Offline,COD
663,6/5/2024,Zeb,ztilsonie@issuu.com,Basic Vegetables Roots,Rajkot," ? 6,525.00 "," ? 782,618.00 "," ? 95,050.00 ",Offline,G-pay
664,10/24/2024,Elton,eorrinif@nationalgeographic.com,Fresh Fruits,Kolkata," ? 8,859.00 "," ? 670,275.00 "," ? 68,278.00 ",Online,paytm
665,2/13/2024,Tades,trudeforthig@arizona.edu,Pasta & Vermicelli,Amravati," ? 9,101.00 "," ? 131,349.00 "," ? 39,385.00 ",Offline,G-pay
666,5/16/2024,Michelle,msaffleih@themeforest.net,Biscuits,Kolkata," ? 5,190.00 "," ? 354,824.00 "," ? 57,534.00 ",Online,Card
667,3/30/2024,Hieronymus,hchasemoreii@springer.com,Fresh Fruits,Amravati," ? 8,253.00 "," ? 897,431.00 "," ? 77,201.00 ",Offline,G-pay
668,5/11/2024,Shell,sdelwaterij@mlb.com,Fresh Fruits,Ahemdabad," ? 6,574.00 "," ? 343,599.00 "," ? 16,893.00 ",Offline,COD
669,8/15/2024,Quentin,qmonckik@reddit.com,Noodles,Delhi," ? 7,306.00 "," ? 395,399.00 "," ? 81,589.00 ",Offline,G-pay
670,2/13/2024,Eddy,edowsettil@cpanel.net,Herbs & Others Premium Fruits & Vegetables,Pune," ? 6,155.00 "," ? 250,528.00 "," ? 37,028.00 ",Offline,COD
671,4/7/2024,Glennis,ggoolyim@si.edu,Chocolates & Candies,Pune," ? 6,623.00 "," ? 378,308.00 "," ? 77,482.00 ",Offline,COD
672,8/30/2024,Sherline,smacein@europa.eu,Herbs & Others Premium Fruits & Vegetables,jaipur," ? 9,962.00 "," ? 924,962.00 "," ? 76,582.00 ",Online,COD
673,3/3/2024,Dudley,dgoldbyio@hc360.com,Paneer & Tofu Batter & Chutney,Ahemdabad," ? 6,206.00 "," ? 986,161.00 "," ? 84,071.00 ",Online,Card
674,8/16/2024,Alard,aspinettiip@imdb.com,Biscuits,jaipur," ? 5,419.00 "," ? 710,728.00 "," ? 85,548.00 ",Online,paytm
675,4/10/2024,Aloin,ameyshamiq@amazon.de,Pasta & Vermicelli,jaipur," ? 6,650.00 "," ? 131,841.00 "," ? 70,358.00 ",Offline,COD
676,10/10/2024,Barbabra,bgilliganir@booking.com,Chocolates & Candies,Rajkot," ? 6,858.00 "," ? 850,884.00 "," ? 95,987.00 ",Online,paytm
677,12/2/2024,Olympie,oglentworthis@google.com,Chocolates & Candies,Hyderabad," ? 9,607.00 "," ? 383,727.00 "," ? 84,294.00 ",Online,Card
678,2/26/2024,Regan,rbartropit@cornell.edu,Pasta & Vermicelli,Amravati," ? 7,490.00 "," ? 989,076.00 "," ? 42,559.00 ",Online,Card
679,10/11/2024,Dav,dearleiu@salon.com,Paneer & Tofu Batter & Chutney,Surat," ? 6,090.00 "," ? 108,412.00 "," ? 24,676.00 ",Online,Card
680,9/23/2024,Eddi,etynewelliv@xrea.com,Herbs & Others Premium Fruits & Vegetables,Amravati," ? 9,165.00 "," ? 392,753.00 "," ? 46,118.00 ",Online,COD
681,9/25/2024,Roth,rfavilliw@adobe.com,Biscuits,jaipur," ? 9,480.00 "," ? 678,355.00 "," ? 82,408.00 ",Offline,G-pay
682,6/11/2024,Ban,bsummerbellix@toplist.cz,Milk & Milk Products Cheese,Delhi," ? 9,226.00 "," ? 469,529.00 "," ? 63,993.00 ",Online,paytm
683,11/8/2024,Shay,sgarriganiy@cornell.edu,Basic Vegetables Roots,," ? 9,577.00 "," ? 158,860.00 "," ? 62,369.00 ",Offline,paytm
684,10/5/2024,Vance,vbinneyiz@reverbnation.com,Chips & Namkeens,Rajkot," ? 9,253.00 "," ? 310,056.00 "," ? 46,119.00 ",Online,COD
685,2/27/2024,Cassaundra,clorrimerj0@wikipedia.org,Herbs & Others Premium Fruits & Vegetables,Pune," ? 7,367.00 "," ? 760,123.00 "," ? 67,263.00 ",Online,Card
686,1/8/2024,Maxine,mbedwellj1@de.vu,Chips & Namkeens,Hyderabad," ? 8,566.00 "," ? 469,506.00 "," ? 28,171.00 ",Offline,Card
687,6/27/2024,Rosaleen,rcunradoj2@macromedia.com,Chips & Namkeens,," ? 8,321.00 "," ? 807,349.00 "," ? 74,334.00 ",Online,COD
688,10/1/2024,Gard,gderksj3@yandex.ru,Drinks & Juices,Surat," ? 8,857.00 "," ? 630,251.00 "," ? 62,591.00 ",Online,Card
689,5/4/2024,Charil,ckainesj4@amazon.com,Pasta & Vermicelli,," ? 8,653.00 "," ? 734,215.00 "," ? 97,863.00 ",Offline,paytm
690,10/28/2024,Dasya,dcornilj5@facebook.com,Pasta & Vermicelli,Pune," ? 6,920.00 "," ? 848,670.00 "," ? 57,674.00 ",Offline,paytm
691,10/20/2024,Hally,hvolettej6@bloglines.com,Herbs & Others Premium Fruits & Vegetables,jaipur," ? 9,576.00 "," ? 780,318.00 "," ? 66,551.00 ",Online,G-pay
692,10/11/2024,Leroi,llangridgej7@wordpress.org,Biscuits,Surat," ? 7,734.00 "," ? 586,544.00 "," ? 96,468.00 ",Online,paytm
693,4/8/2024,Lawrence,lcortnayj8@java.com,Milk & Milk Products Cheese,Amravati," ? 9,401.00 "," ? 618,395.00 "," ? 87,092.00 ",Offline,COD
694,9/12/2024,Alessandra,asharrattj9@domainmarket.com,Chocolates & Candies,Mumbai," ? 6,513.00 "," ? 622,827.00 "," ? 21,102.00 ",Offline,Card
695,7/25/2024,Burg,bswindellsja@nsw.gov.au,Noodles,Kolkata," ? 5,986.00 "," ? 146,128.00 "," ? 99,179.00 ",Offline,G-pay
696,1/23/2024,Rudd,rmichielijb@ehow.com,Drinks & Juices,Amravati," ? 9,300.00 "," ? 882,574.00 "," ? 22,885.00 ",Online,COD
697,10/4/2024,Eugen,emattersonjc@linkedin.com,Paneer & Tofu Batter & Chutney,Kolkata," ? 7,215.00 "," ? 597,460.00 "," ? 70,780.00 ",Online,paytm
698,10/12/2024,Nolan,ngerardjd@mayoclinic.com,Basic Vegetables Roots,Surat," ? 6,810.00 "," ? 974,849.00 "," ? 29,060.00 ",Online,paytm
699,9/12/2024,Cherilyn,cdavidescoje@goodreads.com,Noodles,Rajkot," ? 8,154.00 "," ? 530,616.00 "," ? 49,190.00 ",Online,COD
700,7/5/2024,Pierce,planglandsjf@naver.com,Fresh Fruits,Kolkata," ? 5,335.00 "," ? 141,244.00 "," ? 61,432.00 ",Online,COD
701,10/21/2024,Hannis,hdobeljg@thetimes.co.uk,Paneer & Tofu Batter & Chutney,Kolkata," ? 5,846.00 "," ? 387,362.00 "," ? 24,607.00 ",Offline,G-pay
702,4/23/2024,Zsa zsa,zboylinjh@bizjournals.com,Chips & Namkeens,Pune," ? 8,145.00 "," ? 160,369.00 "," ? 57,446.00 ",Offline,Card
703,4/23/2024,Anna-diane,aaimableji@prlog.org,Drinks & Juices,," ? 8,601.00 "," ? 201,475.00 "," ? 19,537.00 ",Offline,G-pay
704,1/29/2024,Koo,kkulverjj@example.com,Milk & Milk Products Cheese,Ahemdabad," ? 5,620.00 "," ? 982,789.00 "," ? 20,415.00 ",Offline,COD
705,2/17/2024,Anders,apalatinojk@addthis.com,Herbs & Others Premium Fruits & Vegetables,Delhi," ? 9,125.00 "," ? 975,460.00 "," ? 33,818.00 ",Offline,paytm
706,6/29/2024,Harriette,hklimentovjl@fema.gov,Noodles,Ahemdabad," ? 9,540.00 "," ? 562,152.00 "," ? 22,199.00 ",Offline,COD
707,2/29/2024,Leona,lriguardjm@squidoo.com,Pasta & Vermicelli,Kolkata," ? 7,875.00 "," ? 660,206.00 "," ? 86,440.00 ",Online,COD
708,1/30/2024,Ulberto,udecruzjn@github.io,Paneer & Tofu Batter & Chutney,Delhi," ? 8,491.00 "," ? 997,930.00 "," ? 11,063.00 ",Online,COD
709,10/30/2024,Arlin,atodarellojo@yahoo.co.jp,Pasta & Vermicelli,Kolkata," ? 8,465.00 "," ? 455,371.00 "," ? 76,147.00 ",Online,COD
710,3/24/2024,Cecilius,cangrovejp@mit.edu,Biscuits,Surat," ? 5,035.00 "," ? 796,821.00 "," ? 63,418.00 ",Offline,paytm
711,9/11/2024,Maxie,mwedonjq@vimeo.com,Milk & Milk Products Cheese,," ? 6,209.00 "," ? 547,104.00 "," ? 11,832.00 ",Online,Card
712,3/12/2024,Riannon,rpaybodyjr@weather.com,Herbs & Others Premium Fruits & Vegetables,Delhi," ? 8,613.00 "," ? 353,842.00 "," ? 35,017.00 ",Offline,G-pay
713,12/3/2024,Calypso,cmcmanusjs@wordpress.com,Chips & Namkeens,Delhi," ? 6,943.00 "," ? 370,960.00 "," ? 28,120.00 ",Offline,G-pay
714,12/16/2023,Maren,mdecourseyjt@toplist.cz,Chips & Namkeens,Amravati," ? 6,120.00 "," ? 560,903.00 "," ? 33,739.00 ",Offline,paytm
715,4/20/2024,Doria,dsallierju@go.com,Biscuits,Surat," ? 5,198.00 "," ? 389,662.00 "," ? 74,224.00 ",Online,paytm
716,8/16/2024,Saree,sgodlemanjv@apache.org,Noodles,Delhi," ? 6,584.00 "," ? 494,112.00 "," ? 29,049.00 ",Online,paytm
717,8/24/2024,Chrissie,cgowryjw@typepad.com,Basic Vegetables Roots,Ahemdabad," ? 6,829.00 "," ? 919,840.00 "," ? 90,052.00 ",Offline,G-pay
718,5/30/2024,Riki,rmckleodjx@blog.com,Chocolates & Candies,Banglore," ? 5,075.00 "," ? 700,758.00 "," ? 88,236.00 ",Offline,G-pay
719,9/29/2024,Olvan,ojachimczakjy@ihg.com,Paneer & Tofu Batter & Chutney,Pune," ? 6,139.00 "," ? 104,217.00 "," ? 35,218.00 ",Offline,COD
720,9/12/2024,Margalo,mferryjz@delicious.com,Fresh Fruits,jaipur," ? 8,403.00 "," ? 867,740.00 "," ? 93,177.00 ",Offline,paytm
721,7/5/2024,Demetri,dburchessk0@ask.com,Milk & Milk Products Cheese,Mumbai," ? 7,367.00 "," ? 756,564.00 "," ? 89,772.00 ",Online,Card
722,4/27/2024,Cesar,cdowniek1@bandcamp.com,Paneer & Tofu Batter & Chutney,Kolkata," ? 6,059.00 "," ? 541,264.00 "," ? 96,262.00 ",Offline,COD
723,6/26/2024,Anet,amanuelyk2@comcast.net,Basic Vegetables Roots,Kolkata," ? 5,302.00 "," ? 400,747.00 "," ? 67,827.00 ",Online,G-pay
724,9/21/2024,Frieda,flambertazzik3@wordpress.org,Milk & Milk Products Cheese,," ? 8,821.00 "," ? 619,235.00 "," ? 98,416.00 ",Online,paytm
725,5/5/2024,Celestyn,cgrollek4@disqus.com,Pasta & Vermicelli,Pune," ? 8,513.00 "," ? 824,310.00 "," ? 94,198.00 ",Offline,paytm
726,1/23/2024,Merell,mmeachemk5@desdev.cn,Paneer & Tofu Batter & Chutney,Surat," ? 7,192.00 "," ? 901,782.00 "," ? 71,851.00 ",Online,COD
727,6/25/2024,Madge,mcochek6@hexun.com,Fresh Fruits,Pune," ? 5,246.00 "," ? 584,206.00 "," ? 26,234.00 ",Offline,COD
728,1/13/2024,Regine,rthorowgoodk7@pbs.org,Pasta & Vermicelli,Ahemdabad," ? 6,318.00 "," ? 277,440.00 "," ? 72,636.00 ",Offline,Card
729,7/15/2024,Dacey,drowcliffek8@liveinternet.ru,Pasta & Vermicelli,Delhi," ? 8,439.00 "," ? 349,579.00 "," ? 10,269.00 ",Offline,paytm
730,11/23/2024,Franny,fskilbeckk9@uiuc.edu,Chips & Namkeens,Delhi," ? 7,097.00 "," ? 972,364.00 "," ? 15,678.00 ",Offline,COD
731,7/19/2024,Syman,spiechnikka@is.gd,Herbs & Others Premium Fruits & Vegetables,Rajkot," ? 5,164.00 "," ? 888,226.00 "," ? 88,637.00 ",Offline,COD
732,8/3/2024,Evy,edrinkhallkb@so-net.ne.jp,Drinks & Juices,Ahemdabad," ? 8,245.00 "," ? 410,231.00 "," ? 81,967.00 ",Online,COD
733,1/21/2024,Alexis,araintonkc@blinklist.com,Pasta & Vermicelli,Kolkata," ? 7,929.00 "," ? 256,294.00 "," ? 39,439.00 ",Online,Card
734,5/16/2024,Kim,kchurchlowkd@latimes.com,Noodles,jaipur," ? 5,428.00 "," ? 756,941.00 "," ? 12,607.00 ",Offline,COD
735,6/11/2024,Ollie,olatchke@xrea.com,Fresh Fruits,Surat," ? 7,985.00 "," ? 691,824.00 "," ? 74,576.00 ",Online,COD
736,8/1/2024,Randolph,rpetyaninkf@cargocollective.com,Noodles,Amravati," ? 7,469.00 "," ? 353,244.00 "," ? 23,329.00 ",Online,COD
737,10/17/2024,Avery,aorrumkg@psu.edu,Noodles,Mumbai," ? 6,474.00 "," ? 735,185.00 "," ? 47,865.00 ",Offline,COD
738,4/22/2024,Molly,myoakleykh@bloglines.com,Chocolates & Candies,Surat," ? 7,063.00 "," ? 460,044.00 "," ? 16,642.00 ",Online,G-pay
739,8/10/2024,Sephira,sbradaneki@fda.gov,Pasta & Vermicelli,Hyderabad," ? 7,491.00 "," ? 617,789.00 "," ? 94,316.00 ",Offline,paytm
740,2/28/2024,Mahalia,mlekeuxkj@uol.com.br,Biscuits,Rajkot," ? 7,003.00 "," ? 582,130.00 "," ? 70,918.00 ",Offline,Card
741,10/17/2024,Fernanda,fhuettkk@ucla.edu,Pasta & Vermicelli,Hyderabad," ? 6,524.00 "," ? 334,125.00 "," ? 10,772.00 ",Offline,Card
742,1/23/2024,Leann,lmackrellkl@e-recht24.de,Herbs & Others Premium Fruits & Vegetables,Mumbai," ? 9,844.00 "," ? 962,466.00 "," ? 40,462.00 ",Offline,COD
743,7/3/2024,Saba,shearnshawkm@cargocollective.com,Biscuits,jaipur," ? 5,679.00 "," ? 981,132.00 "," ? 89,382.00 ",Online,COD
744,12/10/2023,Hayyim,herrichiellokn@aol.com,Basic Vegetables Roots,Banglore," ? 8,525.00 "," ? 506,319.00 "," ? 78,651.00 ",Online,paytm
745,4/26/2024,Delmar,dfishbournko@lycos.com,Biscuits,Amravati," ? 5,402.00 "," ? 391,572.00 "," ? 14,840.00 ",Online,COD
746,4/2/2024,Bobbie,breasonkp@sphinn.com,Paneer & Tofu Batter & Chutney,Amravati," ? 9,807.00 "," ? 282,835.00 "," ? 30,810.00 ",Offline,Card
747,2/25/2024,Chick,chuglikq@theglobeandmail.com,Noodles,," ? 8,261.00 "," ? 914,846.00 "," ? 72,737.00 ",Offline,COD
748,5/18/2024,Rollie,rburgisskr@pen.io,Drinks & Juices,Surat," ? 5,695.00 "," ? 542,081.00 "," ? 21,306.00 ",Online,COD
749,1/30/2024,Dore,dhutchensks@netvibes.com,Herbs & Others Premium Fruits & Vegetables,," ? 6,719.00 "," ? 980,933.00 "," ? 95,643.00 ",Offline,G-pay
750,5/21/2024,Farra,fgrittonkt@e-recht24.de,Chips & Namkeens,Hyderabad," ? 5,971.00 "," ? 731,098.00 "," ? 22,018.00 ",Online,paytm
751,9/5/2024,Marinna,mbernardouxku@thetimes.co.uk,Pasta & Vermicelli,Kolkata," ? 9,800.00 "," ? 309,923.00 "," ? 38,803.00 ",Online,G-pay
752,2/11/2024,Minnnie,mcaserokv@cdc.gov,Fresh Fruits,jaipur," ? 6,897.00 "," ? 365,217.00 "," ? 67,691.00 ",Online,G-pay
753,6/28/2024,Irvine,ijanekw@cbsnews.com,Biscuits,Delhi," ? 8,310.00 "," ? 363,664.00 "," ? 21,218.00 ",Offline,G-pay
754,11/18/2024,Jaquelin,jbartlekx@blogs.com,Basic Vegetables Roots,Kolkata," ? 8,957.00 "," ? 183,518.00 "," ? 50,918.00 ",Offline,COD
755,1/23/2024,Matthew,mskirlinky@nytimes.com,Pasta & Vermicelli,Hyderabad," ? 5,862.00 "," ? 802,769.00 "," ? 72,830.00 ",Online,G-pay
756,9/22/2024,Barton,bfroschauerkz@upenn.edu,Milk & Milk Products Cheese,," ? 5,893.00 "," ? 340,009.00 "," ? 15,919.00 ",Offline,Card
757,9/20/2024,Iggy,igabriell0@un.org,Pasta & Vermicelli,Delhi," ? 6,028.00 "," ? 427,195.00 "," ? 50,327.00 ",Offline,G-pay
758,4/8/2024,Guntar,gparduel1@home.pl,Pasta & Vermicelli,Surat," ? 5,637.00 "," ? 868,505.00 "," ? 11,825.00 ",Offline,G-pay
759,6/11/2024,Nicol,nchapplel2@xinhuanet.com,Paneer & Tofu Batter & Chutney,Pune," ? 8,447.00 "," ? 344,594.00 "," ? 47,435.00 ",Online,COD
760,2/16/2024,Lezlie,lshanahanl3@princeton.edu,Herbs & Others Premium Fruits & Vegetables,Rajkot," ? 5,515.00 "," ? 552,769.00 "," ? 45,598.00 ",Offline,Card
761,11/4/2024,Edgardo,etottonl4@netvibes.com,Fresh Fruits,Banglore," ? 7,048.00 "," ? 468,433.00 "," ? 26,175.00 ",Online,paytm
762,10/28/2024,Ally,awardleyl5@dion.ne.jp,Biscuits,Pune," ? 8,174.00 "," ? 678,092.00 "," ? 42,717.00 ",Online,COD
763,7/31/2024,Mitch,mmcgeeverl6@pinterest.com,Basic Vegetables Roots,Kolkata," ? 5,275.00 "," ? 375,336.00 "," ? 87,901.00 ",Online,G-pay
764,6/12/2024,Christina,cmagisterl7@example.com,Herbs & Others Premium Fruits & Vegetables,Surat," ? 7,778.00 "," ? 218,522.00 "," ? 84,434.00 ",Offline,Card
765,9/25/2024,Camella,cgodfreyl8@technorati.com,Chips & Namkeens,Surat," ? 6,085.00 "," ? 567,686.00 "," ? 91,689.00 ",Online,paytm
766,7/5/2024,Raynard,rmccahilll9@rakuten.co.jp,Biscuits,jaipur," ? 7,098.00 "," ? 651,459.00 "," ? 22,963.00 ",Offline,G-pay
767,10/3/2024,Arleen,aaskinla@soup.io,Pasta & Vermicelli,Hyderabad," ? 6,511.00 "," ? 659,024.00 "," ? 43,946.00 ",Offline,COD
768,4/1/2024,Cherise,cpereslb@umich.edu,Biscuits,jaipur," ? 6,639.00 "," ? 237,526.00 "," ? 99,744.00 ",Online,COD
769,7/1/2024,Goldi,gpretorlc@vistaprint.com,Fresh Fruits,Amravati," ? 5,336.00 "," ? 268,763.00 "," ? 65,751.00 ",Online,G-pay
770,1/16/2024,Ethelind,eblakesld@dot.gov,Paneer & Tofu Batter & Chutney,," ? 5,279.00 "," ? 725,653.00 "," ? 52,841.00 ",Offline,COD
771,6/16/2024,Esme,eoflynnle@berkeley.edu,Pasta & Vermicelli,Pune," ? 8,652.00 "," ? 532,851.00 "," ? 54,927.00 ",Online,paytm
772,11/23/2024,Essy,echurchouself@epa.gov,Chocolates & Candies,Hyderabad," ? 8,166.00 "," ? 179,859.00 "," ? 84,986.00 ",Online,G-pay
773,8/5/2024,Ashien,afratczaklg@wisc.edu,Biscuits,Rajkot," ? 6,714.00 "," ? 401,148.00 "," ? 48,062.00 ",Online,paytm
774,1/4/2024,Britta,bpicknettlh@list-manage.com,Biscuits,Ahemdabad," ? 7,880.00 "," ? 673,936.00 "," ? 53,927.00 ",Online,paytm
775,4/5/2024,Nicolas,nkingcottli@answers.com,Pasta & Vermicelli,jaipur," ? 10,000.00 "," ? 705,851.00 "," ? 44,386.00 ",Online,COD
776,9/10/2024,Ulrica,usprullslj@twitpic.com,Pasta & Vermicelli,," ? 9,245.00 "," ? 985,533.00 "," ? 10,425.00 ",Online,G-pay
777,6/2/2024,Shamus,sfortesquieulk@bandcamp.com,Fresh Fruits,Surat," ? 8,211.00 "," ? 338,368.00 "," ? 37,130.00 ",Offline,COD
778,12/17/2023,Mollee,mbartolill@ebay.co.uk,Biscuits,Pune," ? 8,551.00 "," ? 645,712.00 "," ? 62,853.00 ",Offline,COD
779,10/7/2024,Andrey,ableymanlm@mashable.com,Herbs & Others Premium Fruits & Vegetables,Rajkot," ? 9,312.00 "," ? 754,341.00 "," ? 99,328.00 ",Offline,paytm
780,10/3/2024,Edith,ebiesingerln@ow.ly,Chocolates & Candies,Kolkata," ? 7,569.00 "," ? 656,171.00 "," ? 71,351.00 ",Offline,paytm
781,8/29/2024,Celestina,cdaykinlo@blogspot.com,Paneer & Tofu Batter & Chutney,Mumbai," ? 5,311.00 "," ? 844,561.00 "," ? 24,449.00 ",Online,COD
782,1/27/2024,Cameron,cstockoelp@unicef.org,Biscuits,Delhi," ? 7,051.00 "," ? 294,675.00 "," ? 80,474.00 ",Offline,paytm
783,7/5/2024,Maximilianus,mtunacliftlq@latimes.com,Chips & Namkeens,Rajkot," ? 6,976.00 "," ? 662,143.00 "," ? 66,588.00 ",Online,paytm
784,7/17/2024,Mala,mlaycocklr@google.co.jp,Paneer & Tofu Batter & Chutney,Delhi," ? 8,747.00 "," ? 845,366.00 "," ? 51,327.00 ",Online,COD
785,2/15/2024,Ivett,icasellils@google.es,Chocolates & Candies,Hyderabad," ? 5,603.00 "," ? 977,953.00 "," ? 11,811.00 ",Offline,G-pay
786,5/23/2024,Hugues,hcanonlt@vistaprint.com,Paneer & Tofu Batter & Chutney,Amravati," ? 9,038.00 "," ? 188,459.00 "," ? 88,323.00 ",Online,Card
787,5/19/2024,Rees,rbloorlu@marketwatch.com,Chips & Namkeens,jaipur," ? 6,807.00 "," ? 738,386.00 "," ? 92,127.00 ",Online,Card
788,2/5/2024,Corella,cbourdellv@state.gov,Noodles,," ? 9,763.00 "," ? 181,759.00 "," ? 66,675.00 ",Offline,G-pay
789,2/16/2024,Thalia,tkerwinlw@uol.com.br,Noodles,Kolkata," ? 8,796.00 "," ? 572,012.00 "," ? 19,349.00 ",Offline,Card
790,2/22/2024,Sonnie,shellislx@slashdot.org,Chocolates & Candies,Kolkata," ? 6,895.00 "," ? 218,565.00 "," ? 80,550.00 ",Offline,paytm
791,8/3/2024,Gabriell,gsaerly@1und1.de,Paneer & Tofu Batter & Chutney,Mumbai," ? 9,339.00 "," ? 351,464.00 "," ? 93,995.00 ",Online,Card
792,10/30/2024,Mac,mpaxfordelz@loc.gov,Paneer & Tofu Batter & Chutney,Pune," ? 8,971.00 "," ? 538,143.00 "," ? 65,188.00 ",Online,COD
793,5/23/2024,Sondra,shurlinm0@springer.com,Pasta & Vermicelli,Amravati," ? 9,822.00 "," ? 436,349.00 "," ? 93,060.00 ",Online,Card
794,12/15/2023,Chastity,condrousekm1@amazon.co.jp,Noodles,Mumbai," ? 5,389.00 "," ? 491,725.00 "," ? 16,462.00 ",Online,G-pay
795,6/24/2024,Cally,clegricem2@microsoft.com,Milk & Milk Products Cheese,Banglore," ? 9,525.00 "," ? 974,266.00 "," ? 80,208.00 ",Online,Card
796,12/31/2023,Shanie,swildmanm3@a8.net,Basic Vegetables Roots,Hyderabad," ? 9,517.00 "," ? 922,600.00 "," ? 79,022.00 ",Online,paytm
797,7/16/2024,Blanch,bbootem4@flickr.com,Pasta & Vermicelli,jaipur," ? 5,828.00 "," ? 416,697.00 "," ? 46,945.00 ",Online,paytm
798,5/17/2024,Mitch,myoulesm5@creativecommons.org,Fresh Fruits,Banglore," ? 5,182.00 "," ? 281,763.00 "," ? 67,281.00 ",Offline,G-pay
799,5/8/2024,Jannelle,jhadinghamm6@is.gd,Milk & Milk Products Cheese,," ? 6,709.00 "," ? 822,712.00 "," ? 16,022.00 ",Offline,Card
800,3/29/2024,Edin,estroudm7@ehow.com,Milk & Milk Products Cheese,jaipur," ? 9,829.00 "," ? 368,827.00 "," ? 89,702.00 ",Offline,Card
801,5/10/2024,Benjamin,brosnaum8@foxnews.com,Chips & Namkeens,Rajkot," ? 6,536.00 "," ? 870,200.00 "," ? 93,973.00 ",Online,Card
802,3/13/2024,Brandi,bpinyonm9@freewebs.com,Basic Vegetables Roots,jaipur," ? 6,503.00 "," ? 538,683.00 "," ? 69,615.00 ",Online,paytm
803,7/20/2024,Far,fbartelsma@netvibes.com,Basic Vegetables Roots,," ? 6,322.00 "," ? 438,091.00 "," ? 28,305.00 ",Online,paytm
804,5/6/2024,Marquita,mparkemb@pinterest.com,Herbs & Others Premium Fruits & Vegetables,Kolkata," ? 7,689.00 "," ? 247,176.00 "," ? 26,848.00 ",Offline,Card
805,12/26/2023,Brooke,bpollastrinomc@nih.gov,Drinks & Juices,Kolkata," ? 9,398.00 "," ? 624,202.00 "," ? 42,783.00 ",Offline,COD
806,9/26/2024,Enriqueta,ewordesworthmd@google.co.jp,Noodles,Banglore," ? 8,893.00 "," ? 888,659.00 "," ? 92,552.00 ",Offline,paytm
807,5/23/2024,Ruben,rvautierme@nsw.gov.au,Chips & Namkeens,Hyderabad," ? 7,612.00 "," ? 218,336.00 "," ? 94,796.00 ",Offline,Card
808,3/29/2024,Agatha,anuzzettimf@amazon.de,Drinks & Juices,," ? 6,615.00 "," ? 670,639.00 "," ? 73,580.00 ",Offline,G-pay
809,5/10/2024,Hollis,htammadgemg@abc.net.au,Pasta & Vermicelli,Pune," ? 9,511.00 "," ? 657,316.00 "," ? 62,720.00 ",Offline,Card
810,8/13/2024,Portie,peddiesmh@flickr.com,Drinks & Juices,Pune," ? 9,392.00 "," ? 732,084.00 "," ? 73,179.00 ",Online,G-pay
811,11/1/2024,Hinda,htorticemi@hud.gov,Milk & Milk Products Cheese,Kolkata," ? 8,652.00 "," ? 815,279.00 "," ? 89,082.00 ",Online,COD
812,4/5/2024,Allegra,acollibermj@jigsy.com,Chips & Namkeens,Surat," ? 5,218.00 "," ? 576,378.00 "," ? 58,062.00 ",Offline,paytm
813,7/11/2024,Lorilee,lbernardeaumk@is.gd,Herbs & Others Premium Fruits & Vegetables,jaipur," ? 7,487.00 "," ? 397,882.00 "," ? 48,734.00 ",Online,paytm
814,6/27/2024,Lilyan,lmackenneyml@homestead.com,Milk & Milk Products Cheese,Rajkot," ? 5,593.00 "," ? 899,293.00 "," ? 98,697.00 ",Offline,G-pay
815,6/23/2024,Eliza,ebrutymm@is.gd,Fresh Fruits,jaipur," ? 9,606.00 "," ? 699,365.00 "," ? 37,634.00 ",Online,paytm
816,1/17/2024,Manuel,mtaffeemn@lycos.com,Basic Vegetables Roots,Mumbai," ? 5,226.00 "," ? 604,531.00 "," ? 31,414.00 ",Online,paytm
817,3/11/2024,Jermayne,jrawlsmo@independent.co.uk,Herbs & Others Premium Fruits & Vegetables,Delhi," ? 7,274.00 "," ? 774,607.00 "," ? 69,984.00 ",Offline,G-pay
818,4/26/2024,Abbe,alatliffmp@prnewswire.com,Fresh Fruits,Delhi," ? 6,991.00 "," ? 877,627.00 "," ? 46,354.00 ",Offline,paytm
819,4/18/2024,Faulkner,ftibblesmq@elpais.com,Chips & Namkeens,Banglore," ? 8,788.00 "," ? 243,759.00 "," ? 25,283.00 ",Online,COD
820,2/6/2024,Bailey,bfiellermr@photobucket.com,Basic Vegetables Roots,jaipur," ? 9,055.00 "," ? 640,419.00 "," ? 18,558.00 ",Online,Card
